BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
346,State Street,Brooklyn,11217,177,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68816,-73.985955
354,State Street,Brooklyn,11217,177,11,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.68807,-73.985721
356,State Street,Brooklyn,11217,177,12,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.688048,-73.985663
368,State Street,Brooklyn,11217,177,18,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.687911,-73.985314
371,State Street,Brooklyn,11217,172,66,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687383,-73.983904
372,State Street,Brooklyn,11217,177,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687864,-73.985195
374,State Street,Brooklyn,11217,177,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687842,-73.985137
375,State Street,Brooklyn,11217,172,64,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687339,-73.983796
407,State Street,Brooklyn,11217,172,49,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687002,-73.98293
410,State Street,Brooklyn,11217,178,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.687235,-73.983572
411,State Street,Brooklyn,11217,172,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68696,-73.982822
443,State Street,Brooklyn,11217,173,49,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686392,-73.981362
444,State Street,Brooklyn,11217,178,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.6869,-73.98271
445,State Street,Brooklyn,11217,173,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68637,-73.981304
448,State Street,Brooklyn,11217,178,38,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686859,-73.98261
451,State Street,Brooklyn,11217,173,44,61,BROOKLYN,MULTIPLE DWELLING A,,,40.686301,-73.981131
466,State Street,Brooklyn,11217,179,7,61,BROOKLYN,MULTIPLE DWELLING B,,,40.686466,-73.9816
560 TO 564,State Street,Brooklyn,11217,180,7501,61,BROOKLYN,MULTIPLE DWELLING A,,,40.685343,-73.978683
21,Sterling Place,Brooklyn,11217,941,71,61,BROOKLYN,MULTIPLE DWELLING A,,,40.678712,-73.977799
96,Sterling Place,Brooklyn,11217,945,19,61,BROOKLYN,MULTIPLE DWELLING B,,,40.677657,-73.975178
118,Sterling Place,Brooklyn,11217,945,7504,61,BROOKLYN,MULTIPLE DWELLING B,,,40.677429,-73.974594
122,Sterling Place,Brooklyn,11217,945,7503,61,BROOKLYN,MULTIPLE DWELLING A,,,40.677385,-73.974489
126,Sterling Place,Brooklyn,11217,945,7505,61,BROOKLYN,MULTIPLE DWELLING A,,,40.677344,-73.974385
160,Sterling Place,Brooklyn,11217,1058,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.676751,-73.972849
473,Warren Street,Brooklyn,11217,393,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.683266,-73.985693
479,Warren Street,Brooklyn,11217,393,44,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.683217,-73.98556
483,Warren Street,Brooklyn,11217,393,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.683181,-73.985473
551,Warren Street,Brooklyn,11217,395,59,61,BROOKLYN,MULTIPLE DWELLING A,ROOMING HOUSE,,40.682061,-73.982604
561,Warren Street,Brooklyn,11217,395,57,61,BROOKLYN,MULTIPLE DWELLING A,,,40.681915,-73.982221
563,Warren Street,Brooklyn,11217,395,56,61,BROOKLYN,MULTIPLE DWELLING A,,,40.681891,-73.982157
571,Warren Street,Brooklyn,11217,395,52,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.681704,-73.981677
573,Warren Street,Brooklyn,11217,395,51,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.681677,-73.981605
579,Warren Street,Brooklyn,11217,395,48,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.681591,-73.981392
627,Warren Street,Brooklyn,11217,934,64,61,BROOKLYN,MULTIPLE DWELLING A,,,40.680779,-73.979298
629,Warren Street,Brooklyn,11217,934,63,61,BROOKLYN,MULTIPLE DWELLING A,,,40.680757,-73.979247
640,Warren Street,Brooklyn,11217,937,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.68093,-73.97973
252,Wyckoff Street,Brooklyn,11217,393,32,61,BROOKLYN,MULTIPLE DWELLING A,,,40.683719,-73.984853
256,Wyckoff Street,Brooklyn,11217,393,34,61,BROOKLYN,MULTIPLE DWELLING B,,,40.683681,-73.984756
258,Wyckoff Street,Brooklyn,11217,393,35,61,BROOKLYN,MULTIPLE DWELLING B,,,40.683662,-73.984705
166 TO 170,Nevins Street,Brooklyn,11217,393,35,61,BROOKLYN,MULTIPLE DWELLING B,,,40.683453,-73.984446
2,12th Avenue,Brooklyn,11218,5072,6,61,BROOKLYN,MULTIPLE DWELLING A,,,#NAME?,
10,Westminster Road,Brooklyn,11218,5072,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648816,-73.96872
3403,14th Avenue,Brooklyn,11218,5351,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641957,-73.981313
3409,14th Avenue,Brooklyn,11218,5351,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641935,-73.981335
3505,14th Avenue,Brooklyn,11218,5350,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641433,-73.98185
3613,15th Avenue,Brooklyn,11218,5368,4,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639508,-73.980265
3617,15th Avenue,Brooklyn,11218,5368,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639495,-73.980283
4014,16th Avenue,Brooklyn,11218,5364,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635943,-73.980418
3723,18th Avenue,Brooklyn,11218,5418,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.634842,-73.968467
3765,18th Avenue,Brooklyn,11218,5418,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.634431,-73.96935
3801 TO 3811,18th Avenue,Brooklyn,11218,5417,33,61,BROOKLYN,MULTIPLE DWELLING A,,,40.634115,-73.970013
3821,18th Avenue,Brooklyn,11218,5417,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63391,-73.970456
3841,18th Avenue,Brooklyn,11218,5417,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633608,-73.971091
4219 TO 4229,18th Avenue,Brooklyn,11218,5416,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.631471,-73.975613
560 TO 562,19th Street,Brooklyn,11218,890,12,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.655318,-73.980405
564,19th Street,Brooklyn,11218,890,15,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),,40.655252,-73.980297
563,20th Street,Brooklyn,11218,890,73,61,BROOKLYN,MULTIPLE DWELLING A,,,40.655036,-73.981428
1406,35th Street,Brooklyn,11218,5350,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641339,-73.981439
1407,35th Street,Brooklyn,11218,5351,60,61,BROOKLYN,MULTIPLE DWELLING B,,,40.64135,-73.981425
1415,35th Street,Brooklyn,11218,5351,57,61,BROOKLYN,MULTIPLE DWELLING B,,,40.641295,-73.981328
1427,35th Street,Brooklyn,11218,5351,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641207,-73.981184
1429,35th Street,Brooklyn,11218,5351,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641194,-73.981162
1121 TO 1127,36th Street,Brooklyn,11218,5302,1,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),40.644266,-73.987842
1239,36th Street,Brooklyn,11218,5308,43,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642957,-73.985698
1243,36th Street,Brooklyn,11218,5308,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642915,-73.98563
1245,36th Street,Brooklyn,11218,5308,41,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642893,-73.985594
1135,38th Street,Brooklyn,11218,5291,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643209,-73.989035
1137,38th Street,Brooklyn,11218,5291,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643193,-73.98901
1139,38th Street,Brooklyn,11218,5291,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643177,-73.988984
1141,38th Street,Brooklyn,11218,5291,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64316,-73.988956
1143,38th Street,Brooklyn,11218,5291,15,61,BROOKLYN,MULTIPLE DWELLING B,,,40.643144,-73.98893
1145,38th Street,Brooklyn,11218,5291,14,61,BROOKLYN,MULTIPLE DWELLING B,,,40.643127,-73.988902
1147,38th Street,Brooklyn,11218,5291,13,61,BROOKLYN,MULTIPLE DWELLING B,,,40.643111,-73.988876
1151,38th Street,Brooklyn,11218,5291,11,61,BROOKLYN,MULTIPLE DWELLING B,,,40.64308,-73.988822
1141,39th Street,Brooklyn,11218,5290,14,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642644,-73.989619
1143,39th Street,Brooklyn,11218,5290,13,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642628,-73.98959
1145,39th Street,Brooklyn,11218,5290,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642611,-73.989561
1241,39th Street,Brooklyn,11218,5294,56,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641381,-73.987529
1360,40th Street,Brooklyn,11218,5297,31,61,BROOKLYN,MULTIPLE DWELLING B,,,40.639292,-73.985609
1573,40th Street,Brooklyn,11218,5365,47,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63653,-73.980998
1575,40th Street,Brooklyn,11218,5365,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.636511,-73.980965
1579,40th Street,Brooklyn,11218,5365,45,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.636473,-73.980904
1315,41st Street,Brooklyn,11218,5297,72,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639161,-73.98687
1630,41st Street,Brooklyn,11218,5381,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635023,-73.980047
102,Albemarle Road,Brooklyn,11218,5334,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.645127,-73.979648
114,Albemarle Road,Brooklyn,11218,5334,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.645162,-73.97932
414,Albemarle Road,Brooklyn,11218,5337,7,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.645491,-73.976329
415,Albemarle Road,Brooklyn,11218,5327,41,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64551,-73.976296
10,Argyle Road,Brooklyn,11218,5073,6,61,BROOKLYN,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,40.649164,-73.967837
15,Argyle Road,Brooklyn,11218,5074,55,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,40.649055,-73.967794
21,Argyle Road,Brooklyn,11218,5074,55,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,40.648942,-73.967772
27,Argyle Road,Brooklyn,11218,5074,53,61,BROOKLYN,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,40.64883,-73.967751
28 TO 30,Argyle Road,Brooklyn,11218,5073,14,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64883,-73.967772
33,Argyle Road,Brooklyn,11218,5074,50,61,BROOKLYN,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,40.64872,-73.967733
40,Argyle Road,Brooklyn,11218,5073,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648604,-73.967733
51,Argyle Road,Brooklyn,11218,5074,40,61,BROOKLYN,MULTIPLE DWELLING B,,,40.648385,-73.967668
52,Argyle Road,Brooklyn,11218,5073,27,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,40.648382,-73.96769
58,Argyle Road,Brooklyn,11218,5073,29,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,40.64827,-73.967668
377,Argyle Road,Brooklyn,11218,5156,66,61,BROOKLYN,MULTIPLE DWELLING A,,,40.640035,-73.966087
377,East 13th Street,Brooklyn,11218,5156,66,61,BROOKLYN,MULTIPLE DWELLING A,,,40.640035,-73.966087
385,Argyle Road,Brooklyn,11218,5156,58,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.639895,-73.966061
400,Argyle Road,Brooklyn,11218,5155,17,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639667,-73.96604
415,Argyle Road,Brooklyn,11218,5156,48,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.639373,-73.965961
110 TO 114,Avenue C,Brooklyn,11218,5370,2,61,BROOKLYN,MULTIPLE DWELLING B,,,40.640353,-73.978662
701,Avenue C,Brooklyn,11218,5359,49,61,BROOKLYN,MULTIPLE DWELLING B,,,40.64109,-73.972111
717 TO 721,Avenue C,Brooklyn,11218,5359,46,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641104,-73.971985
801,Avenue C,Brooklyn,11218,5360,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641208,-73.971055
815,Avenue C,Brooklyn,11218,5360,45,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641216,-73.970961
819,Avenue C,Brooklyn,11218,5360,44,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641219,-73.970936
823,Avenue C,Brooklyn,11218,5360,43,61,BROOKLYN,MULTIPLE DWELLING B,,,40.641222,-73.970911
202,Avenue F,Brooklyn,11218,5409,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633299,-73.976279
209,Avenue F,Brooklyn,11218,5396,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633318,-73.976243
215,Avenue F,Brooklyn,11218,5396,45,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633324,-73.976203
221,Avenue F,Brooklyn,11218,5396,43,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633326,-73.976164
420,Avenue F,Brooklyn,11218,5411,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63351,-73.974308
762 TO 774,East 5th Street,Brooklyn,11218,5411,23,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63351,-73.973645
303,Beverley Road,Brooklyn,11218,5336,82,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642974,-73.977169
310,Beverley Road,Brooklyn,11218,5355,1,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.642963,-73.977115
415,Beverley Road,Brooklyn,11218,5337,76,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.643084,-73.976164
503,Beverley Road,Brooklyn,11218,5338,92,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64318,-73.975292
707,Beverley Road,Brooklyn,11218,5340,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643487,-73.972513
803,Beverley Road,Brooklyn,11218,5343,37,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643604,-73.971457
807,Beverley Road,Brooklyn,11218,5343,35,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643615,-73.971349
22 TO 36,Caton Place,Brooklyn,11218,5320,55,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.649147,-73.974172
23 TO 49,Caton Place,Brooklyn,11218,5320,24,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.649171,-73.974158
100,Caton Avenue,Brooklyn,11218,5324,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.647309,-73.980115
110,Caton Avenue,Brooklyn,11218,5324,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64732,-73.980029
210,Caton Avenue,Brooklyn,11218,5325,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.647443,-73.978912
910,Caton Avenue,Brooklyn,11218,5070,3,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648303,-73.971239
1006,Caton Avenue,Brooklyn,11218,5071,1,61,BROOKLYN,MULTIPLE DWELLING B,,,40.64855,-73.970547
1110,Caton Avenue,Brooklyn,11218,5072,3,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.64897,-73.969473
145,Chester Avenue,Brooklyn,11218,5313,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641897,-73.982675
55,Church Avenue,Brooklyn,11218,5314,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642102,-73.981119
58,Church Avenue,Brooklyn,11218,5351,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642163,-73.980931
64,Church Avenue,Brooklyn,11218,5351,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642218,-73.980801
99,Church Avenue,Brooklyn,11218,5332,62,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642742,-73.979594
113,Clara Street,Brooklyn,11218,5310,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642926,-73.984167
399,Coney Island Avenue,Brooklyn,11218,5070,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648164,-73.971358
527,Coney Island Avenue,Brooklyn,11218,5113,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.644754,-73.970372
620,Coney Island Avenue,Brooklyn,11218,5361,29,61,BROOKLYN,MULTIPLE DWELLING A,,,40.642182,-73.969642
735,Coney Island Avenue,Brooklyn,11218,5141,122,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639509,-73.968843
759,Coney Island Avenue,Brooklyn,11218,5153,65,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638616,-73.968595
765,Coney Island Avenue,Brooklyn,11218,5153,63,61,BROOKLYN,MULTIPLE DWELLING B,,,40.638507,-73.968563
866 TO 876,Coney Island Avenue,Brooklyn,11218,5403,16,61,BROOKLYN,MULTIPLE DWELLING A,,,40.636234,-73.967926
116,Cortelyou Road,Brooklyn,11218,5385,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63796,-73.978162
118,Cortelyou Road,Brooklyn,11218,5385,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637963,-73.978144
124,Cortelyou Road,Brooklyn,11218,5385,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637968,-73.978097
405,Cortelyou Road,Brooklyn,11218,5373,50,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638297,-73.975326
407,Cortelyou Road,Brooklyn,11218,5373,49,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638297,-73.975311
411,Cortelyou Road,Brooklyn,11218,5373,48,61,BROOKLYN,MULTIPLE DWELLING A,,,40.6383,-73.975283
800,Cortelyou Road,Brooklyn,11218,5392,1,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.638804,-73.970598
801 TO 823,Cortelyou Road,Brooklyn,11218,5377,43,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.63882,-73.970602
922,Cortelyou Road,Brooklyn,11218,5393,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638927,-73.969478
1027 TO 1035,Cortelyou Road,Brooklyn,11218,5141,112,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639396,-73.968501
70,Dahill Road,Brooklyn,11218,5307,45,61,BROOKLYN,MULTIPLE DWELLING A,,,40.645638,-73.981046
262,Dahill Road,Brooklyn,11218,5351,44,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641103,-73.980189
323,Dahill Road,Brooklyn,11218,5369,77,61,BROOKLYN,MULTIPLE DWELLING A,,,40.639544,-73.979869
334,Dahill Road,Brooklyn,11218,5368,13,61,BROOKLYN,MULTIPLE DWELLING B,421-A (1-15),,40.63891,-73.979772
611,Dahill Road,Brooklyn,11218,5407,78,61,BROOKLYN,MULTIPLE DWELLING A,,,40.632748,-73.978585
636 TO 652,Dahill Road,Brooklyn,11218,5405,19,61,BROOKLYN,MULTIPLE DWELLING A,,,40.632144,-73.978495
654 TO 656,Dahill Road,Brooklyn,11218,5405,28,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63174,-73.978416
103,Ditmas Avenue,Brooklyn,11218,5385,55,61,BROOKLYN,MULTIPLE DWELLING A,,,40.63558,-73.977838
318,Ditmas Avenue,Brooklyn,11218,5397,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635799,-73.975701
640,Ditmas Avenue,Brooklyn,11218,5400,8,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.63621,-73.971979
805,Ditmas Avenue,Brooklyn,11218,5392,52,61,BROOKLYN,MULTIPLE DWELLING A,,,40.636432,-73.970124
924,Ditmas Avenue,Brooklyn,11218,5403,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.636544,-73.968935
1002,Ditmas Avenue,Brooklyn,11218,5197,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635287,-73.967494
1001,Dorchester Road,Brooklyn,11218,5153,40,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.637351,-73.968127
1010,Dorchester Road,Brooklyn,11218,5174,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637359,-73.968066
2,East 10th Street,Brooklyn,11218,5070,5,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648215,-73.970652
355 TO 365,East 12th Street,Brooklyn,11218,5143,84,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64048,-73.967117
365,Westminster Road,Brooklyn,11218,5143,84,61,BROOKLYN,MULTIPLE DWELLING A,,,40.640323,-73.967088
76,East 2nd Street,Brooklyn,11218,5270,140,61,BROOKLYN,MULTIPLE DWELLING A,,,40.650367,-73.979689
112 TO 140,East 2nd Street,Brooklyn,11218,5280,47,61,BROOKLYN,MULTIPLE DWELLING A,J-51,NON-EVICT COOP/CONDO,40.649129,-73.979455
197 TO 213,East 2nd Street,Brooklyn,11218,5325,65,61,BROOKLYN,MULTIPLE DWELLING A,,,40.646628,-73.978955
235 TO 241,East 2nd Street,Brooklyn,11218,5325,53,61,BROOKLYN,MULTIPLE DWELLING A,,,40.645934,-73.978822
284,East 2nd Street,Brooklyn,11218,5334,20,61,BROOKLYN,MULTIPLE DWELLING A,,,40.644484,-73.97857
288,East 2nd Street,Brooklyn,11218,5334,21,61,BROOKLYN,MULTIPLE DWELLING A,,,40.644413,-73.978556
296,East 2nd Street,Brooklyn,11218,5334,25,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64427,-73.978527
329,East 2nd Street,Brooklyn,11218,5335,42,61,BROOKLYN,MULTIPLE DWELLING A,,,40.643603,-73.97838
533,East 2nd Street,Brooklyn,11218,5371,51,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638498,-73.977416
553,East 2nd Street,Brooklyn,11218,5386,81,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637455,-73.977214
558,East 2nd Street,Brooklyn,11218,5385,15,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637378,-73.977221
561,East 2nd Street,Brooklyn,11218,5386,79,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637309,-73.977189
564,East 2nd Street,Brooklyn,11218,5385,18,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637271,-73.977203
570,East 2nd Street,Brooklyn,11218,5385,22,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.637161,-73.977182
626 TO 686,East 2nd Street,Brooklyn,11218,5395,36,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),,40.63614,-73.976988
638,East 2nd Street,Brooklyn,11218,5395,8,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635407,-73.976847
640 TO 650,East 2nd Street,Brooklyn,11218,5395,14,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635371,-73.97684
791,East 2nd Street,Brooklyn,11218,5409,38,61,BROOKLYN,MULTIPLE DWELLING A,,,40.631808,-73.976139
325 TO 327,East 3rd Street,Brooklyn,11218,5336,44,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.644078,-73.977525
564,East 3rd Street,Brooklyn,11218,5371,45,61,BROOKLYN,MULTIPLE DWELLING A,,,40.638585,-73.976508
742,East 3rd Street,Brooklyn,11218,5396,39,61,BROOKLYN,MULTIPLE DWELLING A,,,40.634065,-73.975648
762,East 3rd Street,Brooklyn,11218,5409,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.633131,-73.975472
78,East 4th Street,Brooklyn,11218,5272,36,61,BROOKLYN,MULTIPLE DWELLING A,,,40.651022,-73.977916
151,East 4th Street,Brooklyn,11218,5318,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648739,-73.977463
170,East 4th Street,Brooklyn,11218,5317,11,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648222,-73.977383
261,East 4th Street,Brooklyn,11218,5327,58,61,BROOKLYN,MULTIPLE DWELLING B,ROOMING HOUSE,,40.646062,-73.976955
392,East 4th Street,Brooklyn,11218,5355,12,61,BROOKLYN,MULTIPLE DWELLING A,,,40.64237,-73.976276
474,East 4th Street,Brooklyn,11218,5372,6,61,BROOKLYN,MULTIPLE DWELLING A,,,40.640232,-73.975873
484,East 4th Street,Brooklyn,11218,5372,10,61,BROOKLYN,MULTIPLE DWELLING A,,,40.640062,-73.97584
556,East 4th Street,Brooklyn,11218,5372,41,61,BROOKLYN,MULTIPLE DWELLING B,,,40.638835,-73.975607
785 TO 795,East 4th Street,Brooklyn,11218,5411,7,61,BROOKLYN,MULTIPLE DWELLING A,,,40.632791,-73.974442
82,East 5th Street,Brooklyn,11218,5273,37,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.651093,-73.977004
221,East 5th Street,Brooklyn,11218,5328,79,61,BROOKLYN,MULTIPLE DWELLING A,,,40.647036,-73.976191
445,East 5th Street,Brooklyn,11218,5357,54,61,BROOKLYN,MULTIPLE DWELLING A,,,40.641566,-73.975155
623 TO 635,East 5th Street,Brooklyn,11218,5389,67,61,BROOKLYN,MULTIPLE DWELLING A,,,40.637053,-73.974299
669,East 5th Street,Brooklyn,11218,5399,1,61,BROOKLYN,MULTIPLE DWELLING A,,,40.635555,-73.974012
217,East 7th Street,Brooklyn,11218,5330,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.646523,-73.973287
227,East 7th Street,Brooklyn,11218,5330,24,61,BROOKLYN,MULTIPLE DWELLING A,,,40.646341,-73.973254
465,East 7th Street,Brooklyn,11218,5376,76,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.64027,-73.972107
495,East 7th Street,Brooklyn,11218,5376,68,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.639726,-73.972003
515,East 7th Street,Brooklyn,11218,5376,58,61,BROOKLYN,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.639361,-73.971931
599,East 7th Street,Brooklyn,11218,5391,61,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.637179,-73.971518
70,East 8th Street,Brooklyn,11218,5321,51,61,BROOKLYN,MULTIPLE DWELLING A,,,40.648521,-73.972706
200,East 8th Street,Brooklyn,11218,5340,18,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.645375,-73.972001
222,East 8th Street,Brooklyn,11218,5340,22,61,BROOKLYN,MULTIPLE DWELLING A,J-51,,40.644768,-73.971882
