BUILDING_NO,STREET,BOROUGH,ZIP,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3,LATITUDE,LONGITUDE
602,West 184th Street,Manhattan,10033,2165,63,62,NEW YORK,MULTIPLE DWELLING A,,,40.851187,-73.93267
603,West 184th Street,Manhattan,10033,2166,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.851207,-73.932674
605,West 184th Street,Manhattan,10033,2166,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.851231,-73.932731
607,West 184th Street,Manhattan,10033,2166,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.851253,-73.932786
608,West 184th Street,Manhattan,10033,2165,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.851245,-73.932807
612,West 184th Street,Manhattan,10033,2165,59,62,NEW YORK,MULTIPLE DWELLING A,,,40.851283,-73.932898
615,West 184th Street,Manhattan,10033,2166,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.851352,-73.933017
221,Wadsworth Avenue,Manhattan,10033,2166,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.851748,-73.933559
616,West 184th Street,Manhattan,10033,2165,55,62,NEW YORK,MULTIPLE DWELLING A,,,40.851319,-73.932988
649,West 184th Street,Manhattan,10033,2167,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.851764,-73.934018
701 TO 703,West 184th Street,Manhattan,10033,2180,120,62,NEW YORK,MULTIPLE DWELLING A,,,40.852108,-73.934914
725,West 184th Street,Manhattan,10033,2180,157,62,NEW YORK,MULTIPLE DWELLING A,,,40.852405,-73.935893
521,West 185th Street,Manhattan,10033,2156,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.850953,-73.930201
551,West 185th Street,Manhattan,10033,2157,56,62,NEW YORK,MULTIPLE DWELLING A,,,40.851263,-73.930946
552,West 185th Street,Manhattan,10033,2157,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.851277,-73.931018
556,West 185th Street,Manhattan,10033,2157,13,62,NEW YORK,MULTIPLE DWELLING A,,,40.851304,-73.931087
569,West 185th Street,Manhattan,10033,2157,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.851395,-73.93126
601,West 185th Street,Manhattan,10033,2166,52,62,NEW YORK,MULTIPLE DWELLING A,,,40.851783,-73.932174
603,West 185th Street,Manhattan,10033,2166,53,62,NEW YORK,MULTIPLE DWELLING A,,,40.851805,-73.932225
623,West 185th Street,Manhattan,10033,2166,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.852016,-73.932731
644,West 185th Street,Manhattan,10033,2167,10,62,NEW YORK,MULTIPLE DWELLING A,,,40.852308,-73.933471
475,West 186th Street,Manhattan,10033,2149,104,62,NEW YORK,MULTIPLE DWELLING A,,,40.850907,-73.927968
507,West 186th Street,Manhattan,10033,2156,92,62,NEW YORK,MULTIPLE DWELLING A,,,40.851451,-73.929272
511,West 186th Street,Manhattan,10033,2156,95,62,NEW YORK,MULTIPLE DWELLING A,,,40.851539,-73.929481
521,West 186th Street,Manhattan,10033,2156,66,62,NEW YORK,MULTIPLE DWELLING B,,,40.85163,-73.929691
529,West 186th Street,Manhattan,10033,2156,66,62,NEW YORK,MULTIPLE DWELLING A,,,40.851702,-73.929857
530,West 186th Street,Manhattan,10033,2156,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.851644,-73.929767
547,West 186th Street,Manhattan,10033,2157,91,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.851957,-73.930461
416,Audubon Avenue,Manhattan,10033,2157,91,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.85194,-73.930005
552,West 186th Street,Manhattan,10033,2157,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.851949,-73.930489
559,West 186th Street,Manhattan,10033,2157,95,62,NEW YORK,MULTIPLE DWELLING A,,,40.852037,-73.930648
561,West 186th Street,Manhattan,10033,2157,96,62,NEW YORK,MULTIPLE DWELLING A,,,40.852048,-73.930681
567,West 186th Street,Manhattan,10033,2157,67,62,NEW YORK,MULTIPLE DWELLING A,,,40.852089,-73.930775
600,West 186th Street,Manhattan,10033,2166,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.852452,-73.931685
1509 TO 1517,Saint Nicholas Avenue,Manhattan,10033,2166,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.852092,-73.931718
609,West 186th Street,Manhattan,10033,2166,83,62,NEW YORK,MULTIPLE DWELLING A,,,40.852496,-73.931743
615,West 186th Street,Manhattan,10033,2166,61,62,NEW YORK,MULTIPLE DWELLING A,,,40.852518,-73.931797
729,West 186th Street,Manhattan,10033,2180,200,62,NEW YORK,MULTIPLE DWELLING A,,,40.853629,-73.935635
739,West 186th Street,Manhattan,10033,2180,178,62,NEW YORK,MULTIPLE DWELLING A,,,40.853736,-73.936018
480,West 187th Street,Manhattan,10033,2149,101,62,NEW YORK,MULTIPLE DWELLING A,,,40.851736,-73.927858
485,West 187th Street,Manhattan,10033,2149,120,62,NEW YORK,MULTIPLE DWELLING A,,,40.851764,-73.92788
490,West 187th Street,Manhattan,10033,2149,97,62,NEW YORK,MULTIPLE DWELLING A,,,40.851766,-73.927934
495,West 187th Street,Manhattan,10033,2149,108,62,NEW YORK,MULTIPLE DWELLING A,,,40.851794,-73.927956
501,West 187th Street,Manhattan,10033,2159,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.851942,-73.928317
505,West 187th Street,Manhattan,10033,2159,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.851986,-73.928425
515,West 187th Street,Manhattan,10033,2159,25,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.852099,-73.928689
523,West 187th Street,Manhattan,10033,2159,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.85219,-73.928902
572,West 187th Street,Manhattan,10033,2157,81,62,NEW YORK,MULTIPLE DWELLING A,,,40.852778,-73.93034
575,West 187th Street,Manhattan,10033,2158,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.852836,-73.930434
590,West 187th Street,Manhattan,10033,2157,75,62,NEW YORK,MULTIPLE DWELLING A,,,40.85291,-73.930655
600,West 187th Street,Manhattan,10033,2166,74,62,NEW YORK,MULTIPLE DWELLING A,,,40.853135,-73.931186
618,West 187th Street,Manhattan,10033,2166,69,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,40.853278,-73.931522
738 TO 740,West 187th Street,Manhattan,10033,2180,187,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.854713,-73.935396
822 TO 836,West 187th Street,Manhattan,10033,2179,466,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.855656,-73.938055
250,Cabrini Boulevard,Manhattan,10033,2179,466,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,40.855554,-73.937979
825,West 187th Street,Manhattan,10033,2179,425,62,NEW YORK,MULTIPLE DWELLING A,,,40.85567,-73.938044
11,Wadsworth Avenue,Manhattan,10033,2143,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.845169,-73.93834
15,Wadsworth Avenue,Manhattan,10033,2143,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.845223,-73.938303
29 TO 35,Wadsworth Avenue,Manhattan,10033,2143,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.845646,-73.938007
82,Wadsworth Avenue,Manhattan,10033,2145,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.847122,-73.936961
86,Wadsworth Avenue,Manhattan,10033,2145,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.847344,-73.936798
88,Wadsworth Avenue,Manhattan,10033,2145,40,62,NEW YORK,MULTIPLE DWELLING A,,,40.847418,-73.936744
90,Wadsworth Avenue,Manhattan,10033,2145,38,62,NEW YORK,MULTIPLE DWELLING A,,,40.84749,-73.936693
92,Wadsworth Avenue,Manhattan,10033,2145,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.847564,-73.936639
101 TO 119,Wadsworth Avenue,Manhattan,10033,2162,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.848099,-73.936215
123,Wadsworth Avenue,Manhattan,10033,2162,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.848664,-73.93581
125,Wadsworth Avenue,Manhattan,10033,2162,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.848719,-73.93577
129,Wadsworth Avenue,Manhattan,10033,2162,32,62,NEW YORK,MULTIPLE DWELLING A,,,40.848829,-73.93569
130,Wadsworth Avenue,Manhattan,10033,2163,34,62,NEW YORK,MULTIPLE DWELLING A,,,40.84893,-73.93564
160,Wadsworth Avenue,Manhattan,10033,2164,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.849931,-73.934912
188,Wadsworth Avenue,Manhattan,10033,2164,28,62,NEW YORK,MULTIPLE DWELLING A,,,40.850752,-73.934308
190,Wadsworth Avenue,Manhattan,10033,2164,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.850812,-73.934264
200,Wadsworth Avenue,Manhattan,10033,2164,58,62,NEW YORK,MULTIPLE DWELLING A,,,40.851188,-73.933989
220,Wadsworth Avenue,Manhattan,10033,2167,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.851709,-73.933609
235,Wadsworth Avenue,Manhattan,10033,2166,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.852074,-73.933316
240,Wadsworth Avenue,Manhattan,10033,2167,75,62,NEW YORK,MULTIPLE DWELLING A,,,40.852368,-73.933124
245 TO 247,Wadsworth Avenue,Manhattan,10033,2166,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.852491,-73.933008
246 TO 248,Wadsworth Avenue,Manhattan,10033,2167,71,62,NEW YORK,MULTIPLE DWELLING A,,,40.852513,-73.933019
252,Wadsworth Avenue,Manhattan,10033,2167,69,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.852656,-73.932914
256,Wadsworth Avenue,Manhattan,10033,2167,67,62,NEW YORK,MULTIPLE DWELLING A,,,40.852752,-73.932845
258,Wadsworth Avenue,Manhattan,10033,2167,63,62,NEW YORK,MULTIPLE DWELLING B,,,40.852799,-73.932809
3852,10th Avenue,Manhattan,10034,2219,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.863898,-73.919353
3856,10th Avenue,Manhattan,10034,2219,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.864016,-73.919269
541,Academy Street,Manhattan,10034,2218,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.862975,-73.922842
544 TO 550,Academy Street,Manhattan,10034,2217,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.863011,-73.922889
545,Academy Street,Manhattan,10034,2218,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.863016,-73.922868
549,Academy Street,Manhattan,10034,2218,46,62,NEW YORK,MULTIPLE DWELLING A,,,40.863057,-73.922897
552 TO 562,Academy Street,Manhattan,10034,2217,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.86309,-73.92294
553,Academy Street,Manhattan,10034,2218,48,62,NEW YORK,MULTIPLE DWELLING A,,,40.863099,-73.922922
557,Academy Street,Manhattan,10034,2218,50,62,NEW YORK,MULTIPLE DWELLING A,,,40.86314,-73.922947
561,Academy Street,Manhattan,10034,2218,50,62,NEW YORK,MULTIPLE DWELLING A,,,40.863181,-73.922976
565,Academy Street,Manhattan,10034,2218,54,62,NEW YORK,MULTIPLE DWELLING A,,,40.863222,-73.923001
569,Academy Street,Manhattan,10034,2218,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.863263,-73.923027
578,Academy Street,Manhattan,10034,2220,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.863755,-73.923366
580,Academy Street,Manhattan,10034,2220,27,62,NEW YORK,MULTIPLE DWELLING A,,,40.863804,-73.923398
584,Academy Street,Manhattan,10034,2220,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.863906,-73.92346
600,Academy Street,Manhattan,10034,2224,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.864543,-73.923867
603,Academy Street,Manhattan,10034,2225,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.864598,-73.923878
610 TO 616,Academy Street,Manhattan,10034,2224,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.864826,-73.924048
611 TO 619,Academy Street,Manhattan,10034,2225,44,62,NEW YORK,MULTIPLE DWELLING A,,,40.864793,-73.924005
618,Academy Street,Manhattan,10034,2224,22,62,NEW YORK,MULTIPLE DWELLING A,,,40.865048,-73.924192
645,Academy Street,Manhattan,10034,2234,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.865856,-73.924683
647,Academy Street,Manhattan,10034,2234,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.865905,-73.924715
674,Academy Street,Manhattan,10034,2237,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.866795,-73.925311
675,Academy Street,Manhattan,10034,2238,1,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.866814,-73.925297
678,Academy Street,Manhattan,10034,2237,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.866882,-73.925365
682,Academy Street,Manhattan,10034,2237,43,62,NEW YORK,MULTIPLE DWELLING A,,,40.866968,-73.925419
685,Academy Street,Manhattan,10034,2239,37,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.867231,-73.925564
686,Academy Street,Manhattan,10034,2237,41,62,NEW YORK,MULTIPLE DWELLING A,,,40.867223,-73.925582
690,Academy Street,Manhattan,10034,2237,38,62,NEW YORK,MULTIPLE DWELLING A,J-51,,40.867352,-73.925665
4761,Broadway,Manhattan,10034,2237,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.865679,-73.926892
4791,Broadway,Manhattan,10034,2237,59,62,NEW YORK,MULTIPLE DWELLING A,,,40.866081,-73.925746
4841,Broadway,Manhattan,10034,2238,42,62,NEW YORK,MULTIPLE DWELLING A,,,40.866547,-73.924964
4848,Broadway,Manhattan,10034,2234,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.866531,-73.924436
4857,Broadway,Manhattan,10034,2238,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.866733,-73.923919
4861 TO 4881,Broadway,Manhattan,10034,2238,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.866769,-73.923825
660 TO 672,West 204th Street,Manhattan,10034,2238,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.867131,-73.923196
4915 TO 4923,Broadway,Manhattan,10034,2241,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.867413,-73.922024
4960,Broadway,Manhattan,10034,2236,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.867939,-73.920331
4966,Broadway,Manhattan,10034,2236,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.867991,-73.92015
4996,Broadway,Manhattan,10034,2229,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.86822,-73.918241
5000,Broadway,Manhattan,10034,2230,1,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.868536,-73.918407
5008,Broadway,Manhattan,10034,2230,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.868735,-73.917524
5009,Broadway,Manhattan,10034,2243,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.869158,-73.917072
5025,Broadway,Manhattan,10034,2243,241,62,NEW YORK,MULTIPLE DWELLING A,,,40.869396,-73.916616
5056,Broadway,Manhattan,10034,2232,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.869752,-73.915997
5057,Broadway,Manhattan,10034,2243,258,62,NEW YORK,MULTIPLE DWELLING A,,,40.870175,-73.915465
5085,Broadway,Manhattan,10034,2243,268,62,NEW YORK,MULTIPLE DWELLING A,,,40.870715,-73.914763
10,Cooper Street,Manhattan,10034,2239,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.867338,-73.924971
15,Cooper Street,Manhattan,10034,2238,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.867395,-73.924764
19,Cooper Street,Manhattan,10034,2238,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.867442,-73.924631
25,Cooper Street,Manhattan,10034,2238,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.867513,-73.924432
29 TO 31,Cooper Street,Manhattan,10034,2238,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.867562,-73.924301
30,Cooper Street,Manhattan,10034,2239,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.867576,-73.924312
47,Cooper Street,Manhattan,10034,2241,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.867952,-73.923216
49,Cooper Street,Manhattan,10034,2241,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.867973,-73.923158
53 TO 55,Cooper Street,Manhattan,10034,2241,2,62,NEW YORK,MULTIPLE DWELLING A,,,40.868017,-73.923035
60,Cooper Street,Manhattan,10034,2240,29,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.868097,-73.922862
61,Cooper Street,Manhattan,10034,2241,7,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.868105,-73.922793
71,Cooper Street,Manhattan,10034,2241,11,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.868215,-73.922489
73,Cooper Street,Manhattan,10034,2241,111,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.868234,-73.922431
75,Cooper Street,Manhattan,10034,2241,13,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.868256,-73.92237
77,Cooper Street,Manhattan,10034,2241,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.868278,-73.922308
100,Cooper Street,Manhattan,10034,2242,26,62,NEW YORK,MULTIPLE DWELLING A,,,40.868716,-73.92114
101,Cooper Street,Manhattan,10034,2242,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.868727,-73.921057
75A,Cooper Street,Manhattan,10034,2241,113,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,40.868256,-73.92237
13 TO 23,Cumming Street,Manhattan,10034,2237,64,62,NEW YORK,MULTIPLE DWELLING A,,,40.866444,-73.926248
25 TO 35,Cumming Street,Manhattan,10034,2237,23,62,NEW YORK,MULTIPLE DWELLING A,,,40.866699,-73.926486
25,Indian Road,Manhattan,10034,2250,54,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,40.872623,-73.918937
512 TO 520,Isham Street,Manhattan,10034,2223,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.86595,-73.918363
521 TO 529,Isham Street,Manhattan,10034,2228,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.866535,-73.918728
530,Isham Street,Manhattan,10034,2227,19,62,NEW YORK,MULTIPLE DWELLING A,,,40.866551,-73.91876
536 TO 544,Isham Street,Manhattan,10034,2227,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.866697,-73.918854
541,Isham Street,Manhattan,10034,2228,49,62,NEW YORK,MULTIPLE DWELLING A,,,40.866889,-73.918955
546,Isham Street,Manhattan,10034,2227,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.866936,-73.919009
549,Isham Street,Manhattan,10034,2228,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.867029,-73.919045
560 TO 568,Isham Street,Manhattan,10034,2236,17,62,NEW YORK,MULTIPLE DWELLING A,,,40.867455,-73.919341
570,Isham Street,Manhattan,10034,2236,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.867595,-73.919431
573,Isham Street,Manhattan,10034,2228,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.867993,-73.919662
577,Isham Street,Manhattan,10034,2243,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.868254,-73.919832
585,Isham Street,Manhattan,10034,2243,4,62,NEW YORK,MULTIPLE DWELLING A,,,40.868394,-73.919918
603,Isham Street,Manhattan,10034,2243,8,62,NEW YORK,MULTIPLE DWELLING A,,,40.868704,-73.920117
170 TO 174,Nagle Avenue,Manhattan,10034,2217,51,62,NEW YORK,MULTIPLE DWELLING B,,,40.861653,-73.924601
176 TO 182,Nagle Avenue,Manhattan,10034,2217,47,62,NEW YORK,MULTIPLE DWELLING A,,,40.861749,-73.924337
192 TO 198,Nagle Avenue,Manhattan,10034,2217,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.862034,-73.923563
200 TO 208,Nagle Avenue,Manhattan,10034,2217,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.862103,-73.923371
228,Nagle Avenue,Manhattan,10034,2218,35,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),40.862659,-73.921856
266 TO 272,Nagle Avenue,Manhattan,10034,2219,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.86333,-73.920141
10 TO 24,Park Terrace East,Manhattan,10034,2243,45,62,NEW YORK,MULTIPLE DWELLING A,,,40.8698,-73.917635
30,Park Terrace East,Manhattan,10034,2243,335,62,NEW YORK,MULTIPLE DWELLING A,,,40.869968,-73.917306
31 TO 41,Park Terrace West,Manhattan,10034,2243,90,62,NEW YORK,MULTIPLE DWELLING A,,,40.870561,-73.918455
50,Park Terrace West,Manhattan,10034,2243,347,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.870783,-73.9181
50,Park Terrace East,Manhattan,10034,2243,332,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.87036,-73.916669
55 TO 57,Park Terrace East,Manhattan,10034,2243,210,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.870401,-73.916644
57,Park Terrace West,Manhattan,10034,2243,399,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.871055,-73.917753
60 TO 76,Park Terrace East,Manhattan,10034,2243,317,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.870497,-73.916485
65,Park Terrace West,Manhattan,10034,2243,395,62,NEW YORK,MULTIPLE DWELLING A,,,40.871288,-73.917431
83,Park Terrace West,Manhattan,10034,2243,386,62,NEW YORK,MULTIPLE DWELLING A,,,40.871743,-73.916805
90,Park Terrace East,Manhattan,10034,2243,313,62,NEW YORK,MULTIPLE DWELLING A,,,40.870905,-73.915924
95,Park Terrace East,Manhattan,10034,2243,306,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.871297,-73.915449
98,Park Terrace East,Manhattan,10034,2243,309,62,NEW YORK,MULTIPLE DWELLING A,,,40.871221,-73.915515
100,Park Terrace West,Manhattan,10034,2243,289,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.871943,-73.916497
108,Park Terrace East,Manhattan,10034,2243,278,62,NEW YORK,MULTIPLE DWELLING A,,,40.871385,-73.915316
37 TO 49,Payson Avenue,Manhattan,10034,2247,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.86695,-73.928417
55,Payson Avenue,Manhattan,10034,2247,7,62,NEW YORK,MULTIPLE DWELLING A,,,40.867244,-73.927997
91,Payson Avenue,Manhattan,10034,2248,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.868036,-73.926868
115,Payson Avenue,Manhattan,10034,2248,9,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.868445,-73.926289
119,Payson Avenue,Manhattan,10034,2248,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.868595,-73.925775
139,Payson Avenue,Manhattan,10034,2248,24,62,NEW YORK,MULTIPLE DWELLING A,,,40.868732,-73.925135
1 TO 5,Post Avenue,Manhattan,10034,2217,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.862699,-73.925034
10 TO 20,Post Avenue,Manhattan,10034,2220,43,62,NEW YORK,MULTIPLE DWELLING B,,,40.862801,-73.924809
17 TO 23,Post Avenue,Manhattan,10034,2217,9,62,NEW YORK,MULTIPLE DWELLING A,,,40.86291,-73.924462
22,Post Avenue,Manhattan,10034,2220,41,62,NEW YORK,MULTIPLE DWELLING A,,,40.86293,-73.924462
25 TO 31,Post Avenue,Manhattan,10034,2217,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.863014,-73.92418
26,Post Avenue,Manhattan,10034,2220,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.862971,-73.924346
30,Post Avenue,Manhattan,10034,2220,37,62,NEW YORK,MULTIPLE DWELLING A,,,40.863014,-73.924231
33 TO 39,Post Avenue,Manhattan,10034,2217,17,62,NEW YORK,MULTIPLE DWELLING A,,,40.863121,-73.923894
34,Post Avenue,Manhattan,10034,2220,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.863058,-73.924115
38,Post Avenue,Manhattan,10034,2220,33,62,NEW YORK,MULTIPLE DWELLING A,,,40.863099,-73.923999
48,Post Avenue,Manhattan,10034,2220,31,62,NEW YORK,MULTIPLE DWELLING A,,,40.863209,-73.923706
61,Post Avenue,Manhattan,10034,2218,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.863694,-73.922361
63,Post Avenue,Manhattan,10034,2218,5,62,NEW YORK,MULTIPLE DWELLING A,,,40.863713,-73.922307
65,Post Avenue,Manhattan,10034,2218,8,62,NEW YORK,MULTIPLE DWELLING B,GARDEN COMPLEX,,40.863732,-73.922256
66,Post Avenue,Manhattan,10034,2221,39,62,NEW YORK,MULTIPLE DWELLING A,,,40.863669,-73.922477
70,Post Avenue,Manhattan,10034,2221,36,62,NEW YORK,MULTIPLE DWELLING A,,,40.863721,-73.922332
71 TO 73,Post Avenue,Manhattan,10034,2218,11,62,NEW YORK,MULTIPLE DWELLING A,,,40.86379,-73.922097
74 TO 78,Post Avenue,Manhattan,10034,2221,30,62,NEW YORK,MULTIPLE DWELLING A,,,40.863776,-73.922187
75,Post Avenue,Manhattan,10034,2218,12,62,NEW YORK,MULTIPLE DWELLING A,,,40.863831,-73.921988
87,Post Avenue,Manhattan,10034,2218,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.863949,-73.921674
99 TO 109,Post Avenue,Manhattan,10034,2219,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.864236,-73.920892
553,West 204th Street,Manhattan,10034,2219,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.863836,-73.921063
100 TO 102,Post Avenue,Manhattan,10034,2222,41,62,NEW YORK,MULTIPLE DWELLING A,,,40.864275,-73.920838
107,Post Avenue,Manhattan,10034,2219,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.864338,-73.920614
109,Post Avenue,Manhattan,10034,2219,1,62,NEW YORK,MULTIPLE DWELLING A,,,40.864365,-73.920545
110,Post Avenue,Manhattan,10034,2222,35,62,NEW YORK,MULTIPLE DWELLING A,,,40.864395,-73.920509
113 TO 119,Post Avenue,Manhattan,10034,2219,9,62,NEW YORK,MULTIPLE DWELLING A,,,40.864414,-73.920404
118 TO 128,Post Avenue,Manhattan,10034,2222,29,62,NEW YORK,MULTIPLE DWELLING A,,,40.864494,-73.920245
121,Post Avenue,Manhattan,10034,2219,13,62,NEW YORK,MULTIPLE DWELLING A,,,40.864519,-73.920126
123,Post Avenue,Manhattan,10034,2219,14,62,NEW YORK,MULTIPLE DWELLING A,,,40.864543,-73.920057
125,Post Avenue,Manhattan,10034,2219,15,62,NEW YORK,MULTIPLE DWELLING A,,,40.864571,-73.919988
127,Post Avenue,Manhattan,10034,2219,16,62,NEW YORK,MULTIPLE DWELLING A,,,40.864595,-73.919919
130,Post Avenue,Manhattan,10034,2222,25,62,NEW YORK,MULTIPLE DWELLING A,,,40.864639,-73.919847
1781,Riverside Drive,Manhattan,10034,2246,135,62,NEW YORK,MULTIPLE DWELLING A,,,40.86676,-73.930915
1793,Riverside Drive,Manhattan,10034,2246,130,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,40.86651,-73.930557
